// CXL Trace automatically generated
// Format: <R/W> <Address(hex)> <Time(us)> <CompressionRatio(%)>
// Parameters: 500 pages, 0.03 us avg interval, 10000 requests

R 0x1323197ec0 273.535 46.0
R 0x5507a3a900 273.561 52.3
R 0x590f4d92c0 273.585 46.8
R 0x2b3c78ae00 273.665 46.6
R 0x1e2f393d00 273.758 52.6
R 0x5c180912c0 273.787 49.2
R 0x78114ad580 273.807 51.4
R 0x7cc8aebac0 273.811 49.1
R 0x2f3f1ae780 273.857 51.9
R 0x759fe8dac0 273.867 47.2
R 0x6596437b40 273.971 51.0
R 0x4a12977900 274.036 45.7
R 0x2fba4f81c0 274.052 51.9
R 0x7855e32980 274.064 51.3
R 0x6651771ec0 274.066 50.5
R 0x653dfd0740 274.173 49.1
R 0x35c5c3cf00 274.180 52.9
R 0x2f149c3900 274.196 53.4
R 0x2482e323c0 274.234 52.3
R 0x7024f62000 274.238 53.4
R 0x30fe113380 274.303 46.2
R 0x716d876300 274.314 46.6
R 0x34200d1cc0 274.316 49.2
R 0x5b89c5cb80 274.334 46.0
R 0x1f16d3f540 274.339 52.5
R 0x2993a91300 274.346 47.8
R 0x5507a3aec0 274.356 47.2
R 0x3bbfdd0580 274.361 54.5
R 0x8a1542000 274.427 52.7
R 0x17745be280 274.434 47.8
R 0x29bd5094c0 274.435 45.6
R 0x4a3f70c940 274.436 55.0
R 0xf794b37c0 274.457 46.1
R 0x333389e040 274.485 45.9
R 0x35c5c3c700 274.564 48.7
R 0x271523440 274.578 50.5
R 0x6144088800 274.609 50.1
R 0x4e29a6f540 274.629 49.0
R 0x34200d1b80 274.630 50.6
R 0x747dddf640 274.633 51.8
R 0x3514634b80 274.639 51.1
R 0x7b6ff7a280 274.657 45.9
R 0x38b17c7a40 274.739 48.9
R 0x7809de2c0 274.843 54.2
R 0x35c5c3c1c0 274.932 54.3
R 0x3a04053700 274.950 54.9
R 0x3059901a40 274.967 49.9
R 0x7e4a3ed180 275.104 53.6
R 0x72d8cd33c0 275.107 51.0
R 0x17a0da51c0 275.136 50.8
R 0x3f85f3cc40 275.213 45.7
R 0x7782271380 275.231 47.9
R 0x7e4a3ed880 275.235 53.6
R 0x13550e47c0 275.282 45.2
R 0x403f21f900 275.294 46.5
R 0x2d546c1340 275.306 46.1
R 0x2af0bd3e00 275.349 47.4
R 0x100790fb00 275.365 49.2
R 0x1277cc1780 275.391 46.4
R 0x30fe1137c0 275.401 54.2
R 0x1893d16cc0 275.447 49.6
R 0x2b73db3ec0 275.455 50.0
R 0x302e596000 275.464 51.9
R 0x70da124a00 275.492 46.0
R 0x5024860500 275.497 52.6
R 0x7d1451d940 275.511 46.5
R 0x47a0290a40 275.517 49.1
R 0x2152f5e840 275.518 48.0
R 0x30ce408680 275.521 45.8
R 0x49a3e15940 275.550 55.0
R 0x72d8cd3340 275.551 54.5
R 0x3a04053040 275.558 48.8
R 0x7d33692c80 275.597 46.3
R 0x4e5db9cfc0 275.622 45.0
R 0x23defd3040 275.671 45.4
R 0x2f1d8b5640 275.764 48.0
R 0x79e31a9540 275.799 47.0
R 0x57ae0ff280 275.807 45.6
R 0x7024f62140 275.834 54.5
R 0x291f0df440 275.989 47.7
R 0x1c98113280 276.038 54.9
R 0x7519220b80 276.046 52.3
R 0x71dfc8be00 276.081 52.2
R 0x21b6ff31c0 276.122 49.5
R 0x7ff74ea6c0 276.186 46.6
R 0x78114adac0 276.226 54.4
R 0x719ff5fd00 276.242 50.4
R 0x33fa97cec0 276.262 47.4
R 0x5890972c80 276.265 48.9
R 0x6b8515ef80 276.316 46.4
R 0x7782271cc0 276.367 54.5
R 0x3b968f0140 276.402 46.7
R 0x1760d00900 276.446 48.0
R 0x465a122400 276.523 53.7
R 0x747dddf800 276.547 52.3
R 0x6a050a3a00 276.597 46.2
R 0x5203c28c00 276.611 46.4
R 0x2b577af980 276.657 49.2
R 0x33eb82dec0 276.692 51.7
R 0x2ca15f8600 276.739 54.2
R 0x719ff5f580 276.781 46.5
R 0x465a122600 276.783 49.4
R 0x2af0bd3000 276.783 52.0
R 0x36e4046b80 276.798 54.4
R 0x6d3e63540 276.807 49.9
R 0x2f6cc25c00 276.816 54.2
R 0x7ac69f7080 276.855 53.1
R 0x27dc922cc0 276.869 51.5
R 0x5d276fa440 276.935 45.9
R 0x16c3682580 276.947 53.0
R 0x21d1ac9980 276.951 48.7
R 0x3a01ba7680 277.096 50.3
R 0x94da8e900 277.127 47.4
R 0x1a837d4780 277.147 53.9
R 0x216cb89480 277.149 47.1
R 0x7b0b630240 277.187 53.2
R 0x4ed93167c0 277.194 50.7
R 0x42a7a2f1c0 277.209 50.3
R 0x8fcd3c3c0 277.211 54.1
R 0x1fa98bae40 277.267 49.8
R 0x7831c61640 277.283 54.4
R 0x5ead39ad40 277.439 49.4
R 0x828f66580 277.450 53.1
R 0x7b0f5e4940 277.453 48.2
R 0x480e0f9240 277.488 52.9
R 0x647338c140 277.510 45.8
R 0x6b162e1880 277.511 47.4
R 0x291f0dffc0 277.528 50.9
R 0x5507a3a240 277.538 47.1
R 0x7d336921c0 277.548 45.2
R 0x716d876500 277.556 48.7
R 0x58c84d2480 277.560 49.8
R 0x34200d1ec0 277.574 47.5
R 0x58c84d2b40 277.614 47.2
R 0x47a0290840 277.618 49.6
R 0x6144088180 277.634 50.3
R 0x3c0c8ec980 277.653 51.7
R 0x1cc67397c0 277.660 48.1
R 0x7819ab1280 277.669 49.9
R 0x57ae0ff9c0 277.714 51.4
R 0x7cacf68dc0 277.783 48.0
R 0x43b373a00 277.799 52.0
R 0x6a8f363e40 277.846 50.8
R 0x485d972980 277.993 46.0
R 0x67e8cec000 278.003 48.0
R 0x4bdf17cec0 278.049 48.5
R 0x2b3c78ad40 278.052 53.8
R 0x70164aed40 278.062 50.8
R 0x45827d9540 278.097 54.1
R 0xc179a8140 278.111 45.7
R 0x29bd509540 278.113 48.6
R 0x7b0b6309c0 278.148 54.5
R 0x22f42990c0 278.152 49.4
R 0x704b86d680 278.162 50.1
R 0x6330be3580 278.178 48.1
R 0x465f27dc40 278.184 45.6
R 0x72d8cd3a40 278.226 47.7
R 0x6d3e63580 278.230 52.4
R 0x7bc7cbfe80 278.254 50.1
R 0x25b66b6cc0 278.276 50.5
R 0x65e2abad40 278.398 47.6
R 0x1eebecfc0 278.399 46.6
R 0x7440f82c40 278.408 50.0
R 0x1a82100e80 278.480 46.1
R 0x71ed86ae80 278.490 54.8
R 0x57ae0ff540 278.495 53.7
R 0x450ef8b300 278.498 50.3
R 0x57a33c57c0 278.505 45.9
R 0x5a6d16b40 278.536 53.5
R 0x2993a91640 278.566 54.7
R 0x76b455b780 278.584 45.8
R 0x440b98200 278.667 50.9
R 0x96b60d440 278.678 53.9
R 0x5af24ade80 278.691 50.1
R 0x402f31e5c0 278.691 53.0
R 0x6144088140 278.758 50.7
R 0x6b2b256240 278.816 46.3
R 0x3af540b640 278.840 48.2
R 0x7855e32e00 278.845 51.7
R 0x393a407580 278.896 50.3
R 0x12f5f52680 278.925 49.2
R 0x1141d808c0 278.997 45.7
R 0x4276ddf0c0 279.042 51.7
R 0x28b39fb740 279.053 45.8
R 0x275edeec0 279.062 46.9
R 0x21ec5c0340 279.062 54.2
R 0x4d1a2bf4c0 279.063 52.0
R 0x741992bec0 279.079 49.2
R 0x6c2e58d6c0 279.089 53.4
R 0x3233d0db80 279.127 46.2
R 0x426e416c00 279.182 54.0
R 0x1760d00680 279.186 45.5
R 0x3899db3fc0 279.192 45.4
R 0x6e79b3ae80 279.201 54.0
R 0x14953748c0 279.270 49.4
R 0x17745be340 279.304 51.1
R 0x5ead39ab00 279.341 53.2
R 0x7be58fc00 279.402 50.6
R 0x2f6cc25640 279.528 53.2
R 0x3a2eaf7840 279.543 51.0
R 0x551a9a2400 279.567 52.6
R 0x759fe8d040 279.586 54.7
R 0x65d2084b80 279.606 54.7
R 0x601d9411c0 279.616 45.4
R 0x7c5486c080 279.657 51.4
R 0x6d47d8fd00 279.676 51.6
R 0x1aadedb300 279.681 49.3
R 0x3b1129ea40 279.683 51.1
R 0x7d1451d700 279.699 46.7
R 0x49ccee1fc0 279.726 46.0
R 0x6d1c0feb40 279.768 51.6
R 0x5b89c5cf40 279.792 53.3
R 0x2a9fc82980 279.848 52.2
R 0x1277cc1080 279.850 47.0
R 0x66ad814940 279.860 47.4
R 0x6a050a3e00 279.868 48.7
R 0x23f7ee2c80 279.890 47.6
R 0x74b5d52340 279.929 48.1
R 0x7819ab1f80 279.952 53.8
R 0x557508f780 279.952 46.3
R 0x44bfa6b140 280.014 51.6
R 0x38b17c7000 280.022 51.0
R 0x6330be3e80 280.035 51.1
R 0x66b3c3f3c0 280.076 49.3
R 0x5ead39a040 280.112 54.1
R 0x747dddf080 280.112 46.0
R 0x402f31e600 280.142 46.3
R 0x17055f6ec0 280.143 48.2
R 0x86ab59cc0 280.143 48.9
R 0x4dd7a9be00 280.157 52.1
R 0x7c367e6000 280.175 52.4
R 0x2fbf6f1980 280.212 54.0
R 0x25df09f140 280.272 54.7
R 0x2d546c1a40 280.279 50.7
R 0xd3085b0c0 280.299 51.4
R 0x3f85f3c200 280.300 46.0
R 0x302d235fc0 280.301 51.6
R 0x58909725c0 280.353 49.2
R 0x9ad0a8840 280.372 53.4
R 0x653dfd0780 280.400 49.5
R 0x6500496640 280.406 53.2
R 0xea14f0980 280.458 54.5
R 0xce005a380 280.551 46.6
R 0x7735c34700 280.576 46.1
R 0x1323197700 280.581 52.0
R 0x44977124c0 280.602 52.2
R 0x55f380f40 280.720 48.3
R 0x5358e67c0 280.723 53.9
R 0x71d40e8fc0 280.746 54.9
R 0x1aadedb040 280.795 52.4
R 0x7735c34380 280.836 53.2
R 0x33eb82dcc0 280.856 49.0
R 0x7ac69f7740 280.896 53.8
R 0x77201f7dc0 280.924 45.4
R 0x572282fe40 280.971 52.5
R 0x78068f17c0 280.991 55.0
R 0x26981db00 281.012 53.9
R 0x71dfc8b500 281.064 46.7
R 0x1156160940 281.094 51.8
R 0x4f34429e80 281.172 48.6
R 0x7819ab1940 281.177 50.8
R 0x5cab941bc0 281.201 47.4
R 0x1bb4cae280 281.222 46.4
R 0x5c0dc12340 281.308 46.5
R 0x3685296ac0 281.335 45.1
R 0x4335740880 281.350 48.0
R 0x42fd043400 281.641 45.3
R 0x707b25c180 281.653 48.8
R 0x7e00c23800 281.669 47.2
R 0x30fe113300 281.728 53.0
R 0x70164aefc0 281.729 49.6
R 0xea14f0a80 281.765 45.8
R 0x4e8905c5c0 281.845 49.4
R 0x759fe8db80 281.948 50.2
R 0x333389e180 281.962 49.1
R 0x25b66b6480 281.974 51.7
R 0x2f3f1ae680 282.023 45.4
R 0x4ed9316980 282.029 48.3
R 0x4c1481e680 282.045 47.7
R 0x2a9fc82800 282.094 51.0
R 0x484fbdab00 282.228 52.8
R 0x28b39fb6c0 282.243 54.0
R 0x20d6fc8c0 282.263 49.5
R 0x2b73db3a00 282.275 54.5
R 0x63ade2a540 282.278 54.3
R 0x3ab0845a00 282.285 54.3
R 0x68c2edd440 282.337 54.2
R 0x4e7bdc1040 282.394 49.6
R 0x716d8764c0 282.397 53.1
R 0x58a184600 282.445 50.8
R 0x1622aa6880 282.469 49.0
R 0x2e05c8a540 282.605 53.9
R 0x168221580 282.674 50.0
R 0x17055f62c0 282.699 52.4
R 0x43df23cbc0 282.764 50.2
R 0x17b4bcaa80 282.779 53.7
R 0x6330be37c0 282.859 52.8
R 0x66f0441300 282.920 47.1
R 0x168221540 282.927 46.5
R 0x6ee85c4c00 282.975 49.3
R 0x758ba16c00 282.990 48.3
R 0x77760f7700 283.118 48.1
R 0x2993a911c0 283.183 50.5
R 0x4b6fedb000 283.199 49.8
R 0x4038dad2c0 283.215 48.5
R 0x5dabaa9b80 283.226 48.7
R 0x2910144180 283.244 54.4
R 0x4e29a6fec0 283.261 53.4
R 0x12b7928b40 283.305 53.4
R 0x64c1f694c0 283.361 53.8
R 0x5b3a6e3ac0 283.372 49.7
R 0x707b25ca40 283.376 53.2
R 0x43acbbd680 283.380 52.9
R 0x5c18091180 283.468 49.3
R 0x25df09fec0 283.498 51.0
R 0x4915089b80 283.556 45.3
R 0x86ab59480 283.604 52.1
R 0x57a33c52c0 283.681 49.3
R 0x3ab08457c0 283.705 45.8
R 0x2bb137b6c0 283.706 48.1
R 0x5890972380 283.731 54.2
R 0x2b577af380 283.836 46.6
R 0x7ff74ea000 283.848 50.5
R 0x4f34429c00 283.943 45.4
R 0x572282fa40 283.964 51.2
R 0x7c1d5cc380 284.006 47.5
R 0x4100120400 284.050 53.3
R 0x3a04053b00 284.093 49.9
R 0x72d8cd3900 284.149 47.9
R 0x75ff746380 284.159 52.8
R 0xaf00e0a40 284.166 53.3
R 0x3fe55308c0 284.197 50.6
R 0xf794b3f80 284.203 50.2
R 0x24518d3240 284.223 45.9
R 0x546d1048c0 284.224 53.9
R 0x6b8515e200 284.240 48.8
R 0x2eca03d80 284.244 48.4
R 0x17055f6c80 284.286 45.9
R 0x4e7bdc1080 284.408 53.4
R 0x4915089780 284.507 53.3
R 0x72d8cd3100 284.508 49.8
R 0x5bb4bdd740 284.537 49.3
R 0x4dfebd26c0 284.538 53.4
R 0x5311671980 284.554 48.9
R 0x5f69eeec0 284.561 51.0
R 0x51bcbc8540 284.564 50.3
R 0x291dec1000 284.658 52.0
R 0x57b3eb9580 284.659 52.0
R 0x546d104d40 284.676 49.2
R 0x8fcd3c500 284.705 49.9
R 0x759fe8d040 284.721 51.8
R 0x78114ad900 284.727 51.6
R 0x2d546c1480 284.733 47.8
R 0x7df8597b80 284.734 49.0
R 0x5c26bd2a40 284.737 46.5
R 0x3c0c8ec900 284.755 48.7
R 0x4ac024f000 284.756 47.1
R 0x1b53700ac0 284.759 49.3
R 0x2f6cc25440 284.787 52.3
R 0x2f3f1ae600 284.897 45.1
R 0x480e0f9880 284.975 49.1
R 0x7d1451d880 284.997 51.8
R 0x4c03e79cc0 285.027 51.8
R 0x3c35762e40 285.089 52.8
R 0x42a7a2f9c0 285.100 53.2
R 0x3899db3d00 285.102 47.0
R 0x40b0a0ec80 285.137 50.7
R 0x372f558100 285.156 50.6
R 0x6d47d8fcc0 285.207 49.5
R 0x1e2f393a80 285.225 54.2
R 0x44bfa6bb80 285.249 46.5
R 0x2f149c3000 285.298 54.1
R 0x5dabaa9780 285.335 47.1
R 0x136445e200 285.340 50.6
R 0x8fcd3c980 285.374 45.5
R 0x39ceabd200 285.474 46.4
R 0x293b569a80 285.546 49.8
R 0x103f6bc600 285.582 46.2
R 0x4a3f70c1c0 285.625 50.3
R 0x7782271800 285.673 47.6
R 0x6e79b3a600 285.694 46.5
R 0x1893d16040 285.704 51.9
R 0xc179a8980 285.709 52.7
R 0x1feb65bdc0 285.716 45.0
R 0x66b3c3ff80 285.877 51.8
R 0xfc8042f00 285.937 54.1
R 0x17745beec0 285.951 54.0
R 0x58a1842c0 285.998 53.1
R 0x6e79b3a740 286.037 52.2
R 0x2ed111c0c0 286.093 52.8
R 0x3899db3000 286.104 51.9
R 0x6651771140 286.107 52.6
R 0x2af0bd3b00 286.113 53.1
R 0x13faddd880 286.115 52.9
R 0x4817d8b2c0 286.155 47.0
R 0x68c2eddd40 286.155 54.9
R 0x72d8cd3480 286.196 49.5
R 0x485c0f1300 286.213 45.8
R 0x188c2d7340 286.223 53.5
R 0x25b66b6840 286.230 47.9
R 0x58a184e00 286.261 47.8
R 0x759fe8d3c0 286.269 52.0
R 0x1622aa6d80 286.274 54.5
R 0x5b3a6e3a80 286.284 54.1
R 0x3c98e5d140 286.314 48.5
R 0x394ddd1a40 286.318 54.7
R 0x55a4f57800 286.326 49.7
R 0x6d47d8f340 286.337 49.6
R 0x1836331bc0 286.416 50.6
R 0x440b98440 286.533 52.6
R 0x71dfc8bb00 286.549 47.3
R 0x75ff746180 286.566 50.6
R 0x5507a3a280 286.572 49.7
R 0x3c98e5d0c0 286.603 45.5
R 0x7831c616c0 286.624 52.9
R 0x2ca15f8440 286.635 46.8
R 0x3d7d343f80 286.666 52.3
R 0x31414e6300 286.721 45.9
R 0x25b66b6380 286.776 45.2
R 0x44a754a040 286.897 54.8
R 0x3b1129efc0 286.933 46.7
R 0x4eee6458c0 287.016 45.6
R 0x5cab941480 287.019 51.4
R 0x4ce0bba140 287.039 46.4
R 0x1a82100ec0 287.053 48.5
R 0x73492a52c0 287.188 51.1
R 0x27dc922980 287.303 52.5
R 0x3f85f3c200 287.336 50.6
R 0x5e04e30240 287.478 46.7
R 0x4b6fedb200 287.525 47.4
R 0x4625bb3c00 287.529 48.7
R 0x94da8ea80 287.581 50.1
R 0x76f672cf80 287.592 46.5
R 0x6a0eb15240 287.642 48.5
R 0x55f3809c0 287.670 52.9
R 0x499ceccb40 287.676 51.2
R 0x42f7f61680 287.711 51.1
R 0x5ed13dd280 287.721 46.9
R 0x17b4bcad80 287.735 52.0
R 0x49ccee1600 287.755 52.4
R 0x2d8f47b280 287.771 46.8
R 0x3d7d343f40 287.863 54.9
R 0x2b175259c0 287.886 54.8
R 0x3a2eaf7840 287.893 51.1
R 0x36852962c0 287.896 54.1
R 0x76b455b240 287.932 48.6
R 0x740bed5900 287.945 54.4
R 0x5edf121280 288.030 52.4
R 0xaf00e0a00 288.031 47.7
R 0x74b5d52480 288.045 46.0
R 0x3182e5fb80 288.112 49.7
R 0x54375eae40 288.131 49.2
R 0x4100120ac0 288.188 48.8
R 0x47c7695280 288.257 50.7
R 0x5525d48980 288.329 54.3
R 0x23f7ee2280 288.337 54.6
R 0x480e0f94c0 288.356 48.7
R 0x4f759dca80 288.419 46.3
R 0x36e4046080 288.464 50.4
R 0x33eb82d780 288.467 49.8
R 0x60d2dc5600 288.543 52.9
R 0x6fb1119ac0 288.544 47.8
R 0x79e31a9680 288.582 49.3
R 0x3fe5530dc0 288.615 50.6
R 0x2f149c31c0 288.664 51.1
R 0x38b17c7f40 288.700 45.8
R 0x1760d00800 288.711 54.8
R 0x738aa58bc0 288.755 51.5
R 0xeb15422c0 288.760 47.4
R 0xa3455a2c0 288.785 54.9
R 0x7cacf68240 288.811 54.5
R 0x8fcd3ce40 288.817 53.2
R 0x89becedc0 288.845 51.7
R 0x7c367e6e00 288.857 48.8
R 0x2ca15f8740 288.863 53.7
R 0x136445ec40 288.877 47.3
R 0x7024f62380 288.884 53.7
R 0x39019319c0 288.921 52.6
R 0x1495374a40 288.922 45.8
R 0x29bd5099c0 288.951 53.6
R 0x214848980 288.961 48.1
R 0xe0b43fcc0 288.990 53.0
R 0x5f0bae9ec0 289.019 47.0
R 0x747dddf5c0 289.026 50.4
R 0x9db8ad680 289.176 51.0
R 0x1695c0de80 289.187 50.0
R 0x65e2aba540 289.199 46.0
R 0x21b6ff3680 289.265 46.0
R 0x5358e6040 289.281 47.4
R 0x2910144a00 289.305 48.8
R 0x76e590c840 289.330 52.0
R 0x1893d16cc0 289.357 54.0
R 0x77201f74c0 289.375 48.2
R 0x3059901580 289.380 45.9
R 0x65a70f18c0 289.409 50.6
R 0x707b25c740 289.551 54.7
R 0x42a7a2f100 289.565 46.3
R 0x3a33276440 289.624 54.7
R 0x6ae4edf300 289.626 54.2
R 0x5525d48040 289.696 52.3
R 0x7bc7cbf9c0 289.710 51.1
R 0x70164aec40 289.741 51.1
R 0x2e132d60c0 289.742 47.0
R 0x71dfc8b040 289.775 50.2
R 0x6b2808a00 289.785 53.2
R 0x77201f7b40 289.792 54.9
R 0x57b3eb9b00 289.795 51.3
R 0x64d209c0c0 289.830 49.7
R 0x6d1c0fec40 289.839 51.7
R 0x4c03e79d40 289.878 48.3
R 0x73492a5900 289.896 48.7
R 0x2b577af740 289.906 46.6
R 0xca042c340 289.962 48.5
R 0x40ec41e500 290.060 51.0
R 0x393a407a00 290.079 47.9
R 0x49150899c0 290.111 45.2
R 0x653dfd0a40 290.158 50.7
R 0x76e590c1c0 290.217 47.3
R 0x747dddf5c0 290.227 47.7
R 0x76c18b1080 290.241 48.9
R 0x6c2e58d1c0 290.272 53.8
R 0x63ec2d5540 290.272 48.2
R 0x4c03e79f00 290.277 51.7
R 0x5dabaa9b40 290.310 47.8
R 0x69b87a3340 290.360 47.9
R 0xeb1542b80 290.382 45.2
R 0x2264fbabc0 290.402 49.9
R 0x6d3e63440 290.461 49.0
R 0x5525d48e80 290.477 50.7
R 0x76f672c500 290.502 50.3
R 0x1ee4423700 290.512 49.2
R 0x5f69eedc0 290.517 49.9
R 0x45768d3500 290.518 53.2
R 0x45827d9680 290.546 51.1
R 0x7782271b80 290.555 49.1
R 0x4335740100 290.563 52.2
R 0x440b98900 290.605 50.0
R 0x302e5963c0 290.618 49.8
R 0x741992b480 290.636 46.0
R 0x31646a6980 290.719 51.1
R 0x4a7dda49c0 290.732 53.2
R 0x9db8adec0 290.755 53.6
R 0x214848d00 290.764 46.5
R 0x7819ab1480 290.778 54.4
R 0x5fc07bab00 290.784 47.6
R 0x66ad814e40 290.809 48.2
R 0x3a98ec0a00 290.820 53.5
R 0x2d546c1840 290.850 46.3
R 0x43b373cc0 290.864 49.1
R 0x31414e6f40 290.869 48.2
R 0x168221440 290.898 52.9
R 0x11f8fa5fc0 290.899 53.4
R 0x465f27df00 290.907 48.8
R 0x17b736e8c0 290.932 51.4
R 0x69d9c9eb40 290.944 53.1
R 0x78114ad880 290.952 53.1
R 0x19c55e7fc0 290.966 47.5
R 0x5cab941d80 291.090 45.3
R 0x2b73db3440 291.133 50.2
R 0x36e40464c0 291.134 49.3
R 0x11c60300c0 291.226 54.0
R 0x5fc07bad40 291.289 47.0
R 0x65edd043c0 291.305 47.0
R 0x4915089900 291.326 51.0
R 0x5c18091d40 291.336 54.6
R 0x2473143280 291.343 52.1
R 0x1f108dff40 291.364 48.2
R 0x1cc67396c0 291.403 54.1
R 0x1ee4423480 291.459 51.5
R 0x70da124800 291.488 48.7
R 0x5024860800 291.599 48.6
R 0x499cecc2c0 291.615 46.8
R 0x69b87a36c0 291.664 53.8
R 0x572282ffc0 291.677 50.6
R 0x2482e320c0 291.862 48.7
R 0x5fffa6e900 291.874 47.4
R 0x33eb82db40 291.905 54.8
R 0x465a122680 292.014 50.2
R 0x76790d8a40 292.014 45.5
R 0xe9c13ffc0 292.044 54.0
R 0x6b2808880 292.052 48.6
R 0x6ee85c4f00 292.058 48.4
R 0x72f6213f40 292.089 51.9
R 0x4f759dc8c0 292.257 49.6
R 0x6fab70e40 292.279 52.2
R 0x2b3c78a240 292.289 46.2
R 0x5b3a6e33c0 292.324 50.7
R 0x72d8cd3f80 292.328 54.6
R 0x2b17525cc0 292.372 46.3
R 0x30ce408e00 292.413 46.4
R 0x4e5db9cb00 292.559 50.7
R 0x2473143940 292.578 51.7
R 0x3a62db2480 292.734 50.2
R 0x1695c0dd80 292.738 45.2
R 0x3c98e5d380 292.780 50.4
R 0x34200d1f00 292.792 51.9
R 0x47c7695040 292.804 50.7
R 0x776ba0db00 292.808 54.3
R 0x6a0817acc0 292.842 49.2
R 0x3d9bdab700 292.874 48.9
R 0x3ea7152c00 292.875 46.3
R 0x3e6a6cf440 292.895 52.6
R 0x426e416800 292.941 52.9
R 0x60d2dc56c0 292.951 47.0
R 0x76f672c5c0 292.968 50.8
R 0x2f3f1ae740 292.983 45.2
R 0x375ca1e2c0 293.012 50.0
R 0x2b577af740 293.090 52.0
R 0x7d33692000 293.114 45.9
R 0x619b2aef80 293.115 48.9
R 0x590f4d9440 293.184 49.4
R 0x499cecc140 293.200 52.3
R 0x4335740ec0 293.205 54.9
R 0x66b3c3fe00 293.220 51.8
R 0x2473143c80 293.230 45.6
R 0x6144088b00 293.266 48.7
R 0x17a0da5f00 293.290 46.0
R 0xe7ecbe3c0 293.321 54.3
R 0x4c03e79b80 293.327 47.2
R 0x5f10f44500 293.344 54.8
R 0x79726ff580 293.354 45.1
R 0x9ad0a8240 293.401 46.5
R 0x2572d6a3c0 293.405 52.6
R 0x5a6d161c0 293.411 52.7
R 0x3b968f0540 293.421 52.9
R 0x3bbfdd0ec0 293.455 46.4
R 0x3c0c8ec680 293.502 48.2
R 0x4065c9f5c0 293.608 50.2
R 0x2fbf6f1240 293.612 53.9
R 0x4915089080 293.613 47.2
R 0x7855e32880 293.632 49.9
R 0x73492a5f00 293.657 52.5
R 0x1695c0d2c0 293.703 47.7
R 0x1fecb90d40 293.765 50.4
R 0x6a0706f180 293.785 48.0
R 0x12f5f52340 293.884 45.3
R 0x1c63dfeec0 293.888 50.3
R 0x4625bb39c0 293.929 45.3
R 0x45768d3e40 293.942 48.7
R 0x7adbd94300 293.943 49.4
R 0x2f149c3cc0 293.955 54.9
R 0x43b373440 293.956 46.6
R 0x6d3e63880 293.988 50.0
R 0x2148482c0 294.094 52.4
R 0x64c1f69680 294.095 47.3
R 0x4065c9fd40 294.152 52.4
R 0x5890972b80 294.195 46.9
R 0x30fe113340 294.212 50.6
R 0xee80af700 294.218 54.8
R 0x1dafccc40 294.246 54.0
R 0x3b968f0d00 294.289 46.2
R 0x96b60d980 294.332 47.6
R 0x6b38dfcfc0 294.351 46.5
R 0x2572d6a040 294.374 49.7
R 0x9ff8f1e40 294.380 53.7
R 0x68c2eddb00 294.424 50.3
R 0x4a3f70c1c0 294.467 49.3
R 0x21b6ff3700 294.531 52.0
R 0x6e79b3a500 294.538 48.6
R 0x10e2c77d40 294.544 54.5
R 0x2ca15f86c0 294.551 54.4
R 0xd3085b140 294.558 45.5
R 0x2ed111cb00 294.603 51.5
R 0x7b6ff7a6c0 294.692 52.4
R 0x716d876780 294.801 45.2
R 0x3233d0d480 294.872 47.6
R 0x2ec8f4e400 294.878 49.4
R 0x17b4bca980 294.896 51.7
R 0x51c4748ac0 294.931 51.5
R 0x42fd043500 295.003 45.0
R 0x741992b100 295.063 49.6
R 0x5f69ee100 295.094 54.5
R 0x17a0da5740 295.106 52.7
R 0x188c2d7000 295.129 46.6
R 0x291dec1280 295.229 53.8
R 0x64c1f698c0 295.281 52.7
R 0x619b2ae700 295.293 49.4
R 0x168221800 295.336 53.3
R 0x27b86a5f80 295.358 47.8
R 0x51bcbc8580 295.364 54.7
R 0x9ff8f1a40 295.429 49.1
R 0x72d8cd3280 295.495 47.6
R 0x168221900 295.519 49.2
R 0x740bed5080 295.540 49.4
R 0x6e79b3ae40 295.543 52.5
R 0x4f6eb4c3c0 295.552 53.9
R 0x1fecb90640 295.620 51.9
R 0x2bb137b7c0 295.665 55.0
R 0x6a0706f740 295.682 45.6
R 0xc179a8200 295.716 49.0
R 0x272bb5c180 295.751 47.3
R 0x16f1c3b40 295.754 47.6
R 0x3c98e5d0c0 295.755 48.1
R 0x3899db3c40 295.781 47.7
R 0x2b3c78ab40 295.807 48.4
R 0x6640bec0 295.847 48.6
R 0x3158dd2d00 295.872 51.9
R 0x2bb137b440 295.879 51.4
R 0x6fab70900 295.901 54.1
R 0x4f344293c0 295.907 51.0
R 0x572282f100 295.907 46.3
R 0x3f38141940 295.962 52.1
R 0x4a7dda4300 295.975 50.7
R 0x49a3e154c0 295.978 46.0
R 0x2e132d6280 296.034 45.3
R 0x49150892c0 296.041 47.2
R 0x5b89c5cb40 296.047 48.4
R 0x5af24ad5c0 296.051 47.9
R 0x5f10f44840 296.055 52.3
R 0x333389e840 296.059 50.6
R 0x7519220080 296.059 46.0
R 0x393a4074c0 296.067 49.5
R 0x7cc8aebf80 296.069 49.1
R 0x1141d808c0 296.072 48.2
R 0x43acbbdc40 296.142 50.5
R 0x1cc6739080 296.207 50.3
R 0x465a122540 296.211 47.0
R 0x7262677680 296.225 53.9
R 0x68287ca80 296.254 52.4
R 0x72d8cd37c0 296.282 53.9
R 0xfc8042b40 296.337 54.4
R 0x13a6a27840 296.476 47.7
